id,player,team,opponent,position,salary,ownership
96628-38791,Ezekiel Elliott,NE,LAC,RB,5300,1.3
96628-130270,Adam Trautman,DEN,HOU,TE,4600,1.3
96628-33260,DeVante Parker,NE,LAC,WR,5300,1.3
96628-90428,Tyler Allgeier,ATL,NYJ,RB,5500,1.3
96628-87815,Jeremy Ruckert,NYJ,ATL,TE,4400,1.2
96628-52917,DJ Chark Jr.,CAR,TB,WR,5600,1.1
96628-64031,Hayden Hurst,CAR,TB,TE,4500,1.1
96628-86278,Desmond Ridder,ATL,NYJ,QB,6500,1.1
96628-70422,Kalif Raymond,DET,NO,WR,5100,1.1
96628-94116,Will Mallory,IND,TEN,TE,4500,1.1
96628-29685,Robert Woods,HOU,DEN,WR,5200,1.0
96628-71143,Kylen Granson,IND,TEN,TE,4600,1.0
96628-55970,Royce Freeman,LAR,CLE,RB,5400,1.0
96628-91101,Tommy Tremble,CAR,TB,TE,4700,1.0
96628-61593,Jauan Jennings,SF,PHI,WR,4800,0.9
96628-56265,Mike Gesicki,NE,LAC,TE,4600,0.8
96628-52451,Samaje Perine,DEN,HOU,RB,5700,0.8
96628-90912,Kenneth Gainwell,PHI,SF,RB,4900,0.7
96628-91872,Joshua Kelley,LAC,NE,RB,6000,0.7
96628-92413,Elijah Mitchell,SF,PHI,RB,4700,0.7
96628-54140,Dalvin Cook,NYJ,ATL,RB,4800,0.7
96628-45631,Jamaal Williams,NO,DET,RB,5000,0.7
96628-120639,Quentin Johnston,LAC,NE,WR,5700,0.7
96628-45997,Keith Kirkwood,NO,DET,WR,4900,0.6
96628-86646,Trey Sermon,IND,TEN,RB,4200,0.6
96628-147051,Jaleel McLaughlin,DEN,HOU,RB,5000,0.6
96628-55987,JuJu Smith-Schuster,NE,LAC,WR,5400,0.6
96628-53097,Josh Reynolds,DET,NO,WR,5600,0.6
96628-83081,Chase Edmonds,TB,CAR,RB,4700,0.6
96628-93408,Rondale Moore,ARI,PIT,WR,5000,0.5
96628-86312,Alec Pierce,IND,TEN,WR,5300,0.5
96628-71246,Marquez Callaway,NO,DET,WR,5000,0.5
96628-85672,Terrace Marshall Jr.,CAR,TB,WR,5000,0.4
96628-12542,New Orleans Saints,NO,DET,D,3600,0.4
96628-6714,Joe Flacco,CLE,LAR,QB,6000,0.4
96628-64389,Nick Westbrook-Ikhine,TEN,IND,WR,5500,0.3
96628-12552,Washington Commanders,WAS,MIA,D,3000,0.3
96628-56809,Allen Lazard,NYJ,ATL,WR,5400,0.3
96628-14190,Julio Jones,PHI,SF,WR,4800,0.3
96628-93538,Dyami Brown,WAS,MIA,WR,4600,0.3
96628-139985,Bailey Zappe,NE,LAC,QB,6600,0.3
96628-91902,Kyle Philips,TEN,IND,WR,4800,0.3
96628-85306,KhaDarel Hodge,ATL,NYJ,WR,4900,0.3
96628-119606,Bryce Young,CAR,TB,QB,6500,0.3
96628-112455,Xavier Gipson,NYJ,ATL,WR,5000,0.3
96628-87432,Cedric Tillman,CLE,LAR,WR,5300,0.2
96628-12531,Denver Broncos,DEN,HOU,D,4000,0.2
96628-40482,Tim Boyle,NYJ,ATL,QB,6300,0.2
96628-64581,Van Jefferson,ATL,NYJ,WR,5000,0.2
96628-33047,Chris Moore,TEN,IND,WR,5200,0.0
96628-138643,Jason Brownlee,NYJ,ATL,WR,5100,0.0
96628-64496,Olamide Zaccheaus,PHI,SF,WR,5100,0.0
96628-93539,Michael Carter,ARI,PIT,RB,5100,0.0
96628-69581,Cedrick Wilson,MIA,WAS,WR,5000,0.0
96628-28643,Allen Robinson II,PIT,ARI,WR,5000,0.0
96628-89220,Tyquan Thornton,NE,LAC,WR,5000,0.0
96628-30733,Cordarrelle Patterson,ATL,NYJ,RB,4800,0.0
96628-61273,Scotty Miller,ATL,NYJ,WR,4800,0.0
96628-38264,Demarcus Robinson,LAR,CLE,WR,4700,0.0
96628-69295,Byron Pringle,WAS,MIA,WR,4700,0.0
96628-94621,Derius Davis,LAC,NE,WR,4700,0.0
96628-70601,Harrison Bryant,CLE,LAR,TE,4700,0.0
96628-69451,Jack Stoll,PHI,SF,TE,4600,0.0
96628-71031,Lil'Jordan Humphrey,DEN,HOU,WR,4600,0.0
96628-43433,Boston Scott,PHI,SF,RB,4600,0.0
96628-73687,Quez Watkins,PHI,SF,WR,4600,0.0
96628-87127,Chris Rodriguez,WAS,MIA,RB,4600,0.0
96628-53639,Isaiah McKenzie,IND,TEN,WR,4600,0.0
96628-71105,Ben Skowronek,LAR,CLE,WR,4600,0.0
96628-102696,John Metchie,HOU,DEN,WR,4500,0.0
96628-72705,John Bates,WAS,MIA,TE,4500,0.0
96628-90870,Calvin Austin,PIT,ARI,WR,4500,0.0
96628-24755,Jamison Crowder,WAS,MIA,WR,4500,0.0
96628-94481,Deven Thompkins,TB,CAR,WR,4500,0.0
96628-91426,Donovan Peoples-Jones,DET,NO,WR,4500,0.0
96628-32243,Marquise Goodwin,CLE,LAR,WR,4500,0.0
96628-103966,Stone Smartt,LAC,NE,TE,4500,0.0
96628-62055,Ray-Ray McCloud,SF,PHI,WR,4500,0.0
96628-119653,Kayshon Boutte,NE,LAC,WR,4500,0.0
96628-102986,Elijah Higgins,ARI,PIT,WR,4400,0.0
96628-86255,Josh Whyle,TEN,IND,TE,4400,0.0
96628-60712,Foster Moreau,NO,DET,TE,4400,0.0
96628-92882,Connor Heyward,PIT,ARI,TE,4400,0.0
96628-91046,Brock Wright,DET,NO,TE,4400,0.0
96628-24533,Mo Alie-Cox,IND,TEN,TE,4400,0.0
96628-93391,Payne Durham,TB,CAR,TE,4400,0.0
96628-91401,Ronnie Bell,SF,PHI,WR,4400,0.0
96628-114180,David Bell,CLE,LAR,WR,4400,0.0
96628-88685,Austin Trammell,LAR,CLE,WR,4400,0.0
96628-70383,Darrynton Evans,MIA,WAS,RB,4400,0.0
96628-120657,Kendre Miller,NO,DET,RB,4400,0.0
96628-104424,Craig Reynolds,DET,NO,RB,4400,0.0
96628-119788,Xavier Hutchinson,HOU,DEN,WR,4400,0.0
96628-41997,River Cracraft,MIA,WAS,WR,4300,0.0
96628-94345,Cole Turner,WAS,MIA,TE,4300,0.0
96628-94094,Brevin Jordan,HOU,DEN,TE,4300,0.0
96628-62505,MyCole Pruitt,ATL,NYJ,TE,4300,0.0
96628-86113,Ihmir Smith-Marsette,CAR,TB,WR,4300,0.0
96628-133477,Darnell Washington,PIT,ARI,TE,4300,0.0
96628-31207,C.J. Uzomah,NYJ,ATL,TE,4300,0.0
96628-160306,Pierre Strong,CLE,LAR,RB,4300,0.0
96628-71351,Charlie Woerner,SF,PHI,TE,4300,0.0
96628-29411,Pharaoh Brown,NE,LAC,TE,4300,0.0
96628-72515,Ian Thomas,CAR,TB,TE,4300,0.0
96628-94579,Emari Demercado,ARI,PIT,RB,4200,0.0
96628-53390,Zach Pascal,ARI,PIT,WR,4200,0.0
96628-38523,Geoff Swaim,ARI,PIT,TE,4200,0.0
96628-57338,Jordan Akins,CLE,LAR,TE,4200,0.0
96628-29734,Ty Montgomery,NE,LAC,RB,4200,0.0
96628-28827,Dare Ogunbowale,HOU,DEN,RB,4200,0.0
96628-129219,Israel Abanikanda,NYJ,ATL,RB,4200,0.0
96628-83138,Ross Dwelley,SF,PHI,TE,4200,0.0
96628-70859,Albert Okwuegbunam,PHI,SF,TE,4200,0.0
96628-64827,Miles Boykin,PIT,ARI,WR,4200,0.0
96628-18009,Chris Manhertz,DEN,HOU,TE,4200,0.0
96628-28907,Alex Erickson,LAC,NE,WR,4100,0.0
96628-39428,Kyle Juszczyk,SF,PHI,RB,4100,0.0
96628-70705,Trevon Wesco,TEN,IND,TE,4100,0.0
96628-68714,Ko Kieft,TB,CAR,TE,4100,0.0
96628-11512,Jimmy Graham,NO,DET,TE,4100,0.0
96628-131328,Zach Evans,LAR,CLE,RB,4100,0.0
96628-26038,Tyler Kroft,MIA,WAS,TE,4100,0.0
96628-185850,Julian Hill,MIA,WAS,TE,4100,0.0
96628-173626,Nate Adkins,DEN,HOU,TE,4100,0.0
96628-40726,Godwin Igwebuike,PIT,ARI,RB,4100,0.0
96628-137059,Sean Tucker,TB,CAR,RB,4100,0.0
96628-93075,Hunter Long,LAR,CLE,TE,4100,0.0
96628-64403,Irvin Charles,NYJ,ATL,WR,4100,0.0
96628-85986,James Mitchell,DET,NO,TE,4100,0.0
96628-85687,Jontre Kirklin,NO,DET,WR,4000,0.0
96628-79980,Eric Saubert,HOU,DEN,TE,4000,0.0
96628-79987,David Moore,TB,CAR,WR,4000,0.0
96628-83226,Kevin Rader,TEN,IND,TE,4000,0.0
96628-102831,Davis Allen,LAR,CLE,TE,4000,0.0
96628-56142,Juwann Winfree,IND,TEN,WR,4000,0.0
